nonoverlapping dependency,frequency,norm,rank,samples
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB xcomp JJ ),1.0,0.000375939849624,28,"Lifting the chin in an attempt to look confident
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG nmod NN ) ( NN case TO ) ( NN amod JJ ),1.0,0.000375939849624,28,"Writing notes or poetry to the other person
"
( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj JJ ) ( JJ xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN compound NN ),1.0,0.000375939849624,28,"Fiddling with a ring or button to avoid eye contact
"
( NNP compound NNP ) ( NNP cc CC ) ( NNP conj NN ),1.0,0.000375939849624,28,"Rapid heartbeat and pulse
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG advmod RP ) ( RP cc CC ) ( RP conj RP ),1.0,0.000375939849624,28,"Repeating the same things over and over
"
( VB advmod RB ) ( VB dep VB ),1.0,0.000375939849624,28,"Head up, alert
"
( VBG dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB compound:prt RP ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Lowering the chin to look down on someone
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case IN ) ( NN compound NN ),1.0,0.000375939849624,28,"bashing one's hip on a desk corner
"
( VBG nmod:tmod NN ) ( NN amod JJ ) ( NN compound NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Wearing the same clothes day after day
"
( NN case VBG ) ( NN nummod CD ) ( NN acl VBG ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj PRP ) ( VB nmod NN ) ( NN case TO ),1.0,0.000375939849624,28,"Following the one wronged, trying to convince oneself to confess
"
( NNP compound NNP ) ( NNP dep PRP ) ( PRP acl:relcl JJ ) ( NNP dep NN ),1.0,0.000375939849624,28,"Asking Are you sure? questions
"
( NN nsubj NN ) ( NN acl VBG ) ( VBG nmod CD ) ( CD case IN ) ( NN cop VBZ ),1.0,0.000375939849624,28,"Arms hanging at one's sides
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,28,"Biting nails or picking at loose threads on one's clothing
"
( VBG nmod NN ) ( NN case TO ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Falling to the ground, rolling on the floor
"
( VB nsubj NN ) ( NN acl VBG ) ( VBG xcomp NN ) ( VB dobj NN ),1.0,0.000375939849624,28,"The mouth becoming moist, increased saliva
"
( VBG nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB compound:prt RP ) ( VB dobj NN ),1.0,0.000375939849624,28,"Lying on the grass to soak up the sun
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG dep VBG ) ( VBG dobj NN ) ( VBG compound:prt RP ),1.0,0.000375939849624,28,"Holding a hand up, warding others off
"
( VB nsubj NNP ) ( VB nmod NN ) ( NN case TO ) ( VB xcomp VBG ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Chin dipping to the chest, adopting a slumped posture
"
( NNP nmod NN ) ( NN advmod RB ) ( NN advmod RB ) ( NN case IN ),1.0,0.000375939849624,28,"Leaning forward, elbows on knees
"
( VB nsubj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( VB aux MD ) ( VB neg RB ) ( VB xcomp JJ ) ( JJ nsubj PRP ),1.0,0.000375939849624,28,"Grabbing at the sides of the head in an I can't believe it gesture
"
( NN discourse UH ) ( NN amod JJ ),1.0,0.000375939849624,28,"Smiling, a playful grin
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ),1.0,0.000375939849624,28,"Putting an arm around someone's shoulders
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,28,"Checking a cell for messages or to see the time
"
( VBG dobj NN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN amod JJR ),1.0,0.000375939849624,28,"Repeating the punch line or a select word to spur more laughter
"
( VB dobj VBG ) ( VB advmod RB ),1.0,0.000375939849624,28,"Posture slumping slightly
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN case IN ),1.0,0.000375939849624,28,"Pulling arms and legs in toward the core
"
( VB nsubj NN ) ( NN cc CC ) ( NN conj NN ) ( VB advmod RB ),1.0,0.000375939849624,28,"Body and feet pointed forward
"
( VB xcomp VBG ) ( VBG advmod RB ) ( RB cc CC ) ( RB conj RB ),1.0,0.000375939849624,28,"Constant texting back and forth
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN appos NN ) ( VBG xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,28,"Tossing and turning in bed, an inability to sleep
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN amod VBG ),1.0,0.000375939849624,28,"Staring at nothing for an overlong moment
"
( VBG xcomp VB ) ( VB mark TO ) ( VB nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Trying to fade into the background at social events
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG dep VBG ) ( VBG advmod RB ) ( VBG dobj NN ),1.0,0.000375939849624,28,"Nodding or leaning in, actively showing interest
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN compound NN ) ( NN compound NN ) ( NN dep NN ) ( NN dep NN ),1.0,0.000375939849624,28,"Throwing something into the aira hat, books, confetti, helmet
"
( VBG dobj NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Keeping trinkets, pictures, or articles of the subject
"
( VBN nsubj NNP ) ( VBN ccomp VBZ ) ( VBZ mark IN ) ( VBZ nmod NN ) ( NN case IN ) ( VBZ nmod NN ) ( NN case TO ),1.0,0.000375939849624,28,"A gaze that bounces from place to place
"
( VBG dobj NN ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Poking a tongue lightly into the cheek and inhaling a long breath
"
( VBN nsubj NN ) ( VBN xcomp VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,28,"A wandering gaze, taking in random things
"
( NNP nmod NN ) ( NN advmod RB ) ( NN advmod NN ) ( NN case IN ) ( NN nummod CD ),1.0,0.000375939849624,28,"Leaning in, hand on one knee
"
( VBG dobj NN ) ( VBG advmod JJ ) ( JJ advmod RB ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Tugging a hat down low or pulling a hood over the head
"
( VB ccomp VBG ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Feet shuffling, kicking at the ground
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( VBG advcl VB ) ( VB mark TO ) ( VB xcomp JJ ) ( JJ nsubj NN ),1.0,0.000375939849624,28,"Smoothing one's clothes or touching items to keep the hands busy
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG dep VBG ) ( VBG xcomp VB ) ( VB mark TO ) ( VB xcomp JJ ),1.0,0.000375939849624,28,"Scrunching up the face and then releasing, trying to regain calm
"
( VB xcomp VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ),1.0,0.000375939849624,28,"Eyebrows lowering and pinching together
"
( VB dobj NN ) ( NN amod JJ ) ( VB advcl VBG ) ( VBG mark RB ) ( RB mwe IN ) ( VBG nsubj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ) ( VBG aux VBZ ) ( VBG dobj NN ),1.0,0.000375939849624,28,"Violently rolling shoulders as if one's own clothing is creating discomfort
"
( NN amod JJ ) ( NN dep NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Awkwardly mirroring the behavior of others
"
( NN dep VBG ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000375939849624,28,"A hand flying to the chest
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( NN compound NN ) ( NN compound NN ),1.0,0.000375939849624,28,"Looping the thumbs in the front pockets while standing
"
( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBG ) ( VBG dobj NN ) ( VBG dep VBG ),1.0,0.000375939849624,28,"Gossiping with others, sharing excitement, giggling
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( VB cc CC ) ( VB conj VB ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Phoning or texting to share news or pass on the excitement
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ) ( NN compound NN ),1.0,0.000375939849624,28,"Mooning over photos or representations of a love interest
"
( VB dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ) ( VB compound:prt RP ),1.0,0.000375939849624,28,"Closing one's eyes to shut everything out
"
( VB dobj NN ) ( VB advcl VBG ) ( VBG dobj NN ),1.0,0.000375939849624,28,"Wide eyes, showing the whites
"
( VBN nsubjpass NN ) ( NN acl VBG ) ( VBG nmod NN ) ( NN case IN ) ( VBN auxpass VBN ),1.0,0.000375939849624,28,"Eyes brightening as memories are recalled
"
( VBG dobj NN ) ( NN amod JJ ) ( JJ amod JJ ),1.0,0.000375939849624,28,"Taking a deep, satisfied breath
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000375939849624,28,"Bringing a shaky hand to the forehead
"
( VB xcomp VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Spittle building up in the corners of the mouth
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN acl:relcl VBZ ) ( VBZ dobj NN ),1.0,0.000375939849624,28,"Blowing out a breath that rattles the lips
"
( VB advcl VBN ) ( VBN mark IN ) ( VBN auxpass VBG ) ( VBN cc CC ) ( VBN conj VBN ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Anger at being touched or addressed by the target
"
( NN acl VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ) ( VB dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN nmod NN ) ( NN case TO ),1.0,0.000375939849624,28,"A desire to vent and voice the rival's unworthiness to others
"
( VB dobj NN ) ( NN acl VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Visible tremors coursing through the body
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN amod VBG ) ( NN advmod RB ),1.0,0.000375939849624,28,"Running the hands through the hair, flipping hair back
"
( VBG advmod RB ) ( VBG dep VBG ) ( VBG xcomp JJR ) ( JJR nsubj PRP ),1.0,0.000375939849624,28,"Drawing back, making oneself smaller
"
( VBG neg RB ) ( VBG dobj PRP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Not defending oneself against attack
"
( VBG nmod NN ) ( NN case IN ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,28,"Sagging into a chair, leaning against a door frame or wall
"
( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Struggling to find the right words
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ),1.0,0.000375939849624,28,"Jabbing a finger in someone's face
"
( VBZ nsubj NN ) ( NN acl:relcl VBZ ),1.0,0.000375939849624,28,"An expression that appears pained
"
( VBG nmod NN ) ( NN case IN ) ( VBG advmod RB ),1.0,0.000375939849624,28,"Talking through the options aloud
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG dep VBG ) ( VBG nmod PRP ) ( PRP case TO ),1.0,0.000375939849624,28,"Muttering under one's breath, talking to oneself
"
( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN appos NN ) ( NN amod JJ ),1.0,0.000375939849624,28,"A gleam in one's eye, an inner light
"
( VB nsubj NN ) ( NN amod JJ ) ( VB xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,28,"Aggressive teasing intended to put another in their place
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advcl VBG ) ( VBG mark IN ),1.0,0.000375939849624,28,"Crossing one's arms while observing
"
( NN acl VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,28,"An inability to sleep or eat
"
( VBG dobj NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ) ( NN amod VBG ),1.0,0.000375939849624,28,"Loosening belts, collars, and other confining clothing
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ) ( NN compound NN ),1.0,0.000375939849624,28,"Tapping a finger against the tabletop in an effort to drive a point home
"
( VBG compound:prt RP ) ( VBG dep VBG ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,28,"Spinning around, trying to spot any and all danger
"
( VBG dobj NN ) ( NN compound NNP ) ( NN cc CC ) ( NN conj NN ) ( NN compound NN ),1.0,0.000375939849624,28,"Making a Hmmm noise or throat clearing
"
( VBG dobj NN ) ( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ) ( NN compound NN ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,28,"Using bright or eccentric clothing choices in an attempt to get attention
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Holing up in a corner, placing one's back against the wall
"
( NN amod JJ ) ( NN compound NN ) ( NN appos NNP ),1.0,0.000375939849624,28,"Flighty hand movements, fidgeting
"
( VB dobj NN ) ( VB cc CC ) ( VB conj VB ) ( VB advmod RB ),1.0,0.000375939849624,28,"Breaths that hitch or briefly stop
"
( NN nsubj NNP ) ( NN ccomp VBZ ) ( VBZ mark IN ) ( VBZ nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"A walk that accelerates into a sprint
"
( VBG nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB xcomp JJ ) ( JJ nsubj NN ),1.0,0.000375939849624,28,"Fiddling with an object to keep the hands busy
"
( VBG advmod RB ) ( VBG advcl VBG ) ( VBG mark IN ) ( VBG dobj NN ),1.0,0.000375939849624,28,"Listening intently while ignoring discomforts
"
( VBG dobj NN ) ( NN amod JJ ) ( NN amod JJ ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Making small, jittery movements with the fingers
"
( VBG nmod NN ) ( NN case IN ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB compound:prt RP ),1.0,0.000375939849624,28,"Laying in bed with no motivation to get up
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,28,"Scratching at one's cheek or temple
"
( VBN nsubj NN ) ( NN acl VBG ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ) ( VBN advmod RB ),1.0,0.000375939849624,28,"The head pulling back as the shoulders push forward
"
( NN nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"A fluttering in the stomach, a feeling of emptiness
"
( JJ cop VBG ) ( JJ nmod NN ) ( NN case TO ) ( NN acl IN ) ( IN mwe NN ) ( JJ xcomp VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,28,"Being generous to others in order to curry favor
"
( NN appos NN ) ( NN appos NN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Jeers, taunts, a cutting wit
"
( VBN nsubj NNP ) ( VBN advmod RB ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Muttering please repeatedly under the breath
"
( NN acl:relcl VBZ ),1.0,0.000375939849624,28,"A grimace that lingers
"
( VBG nmod NN ) ( NN case IN ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,28,"Asking for time to make the decision
"
( VB nsubj NN ) ( NN amod JJ ) ( NN appos NN ) ( VB advmod RB ),1.0,0.000375939849624,28,"Closed eyes, the head tipped back
"
( VBZ nsubj NN ) ( NN appos NN ) ( NN amod JJ ) ( NN appos NN ) ( NN amod VBG ),1.0,0.000375939849624,28,"Stiff posture, square shoulders, a lurching walk
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG advmod RB ),1.0,0.000375939849624,28,"Taking a slight step back
"
( JJ advmod RB ) ( JJ cc CC ) ( JJ conj VBG ),1.0,0.000375939849624,28,"Eyes wide and glowing
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case TO ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ) ( NN compound NN ),1.0,0.000375939849624,28,"Reaching out to throttle, hit, or cause pain
"
( VBG advmod RB ) ( VBG dobj NN ) ( NN acl:relcl VBZ ) ( VBZ dobj NN ),1.0,0.000375939849624,28,"Repeatedly touching an object that symbolizes safety
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN acl:relcl VBZ ) ( VBZ dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Giving a half-shrug or a grin that conveys secret knowledge
"
( NN amod JJ ) ( NN acl:relcl VBZ ) ( VBZ dobj NN ) ( NN acl VBG ) ( VBG nmod NN ) ( NN case IN ) ( VBG advmod RB ),1.0,0.000375939849624,28,"A wide-eyed look that gets others dissolving into laughter again
"
( VBG neg RB ) ( VBG nmod NN ) ( NN case TO ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Not responding to jokes or personal exchanges
"
( VBG xcomp NN ) ( NN compound NN ) ( NN amod JJR ),1.0,0.000375939849624,28,"Becoming quieter, less animated
"
( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( NN advmod RB ) ( RB advmod RB ),1.0,0.000375939849624,28,"A quick glance at the source, then away
"
( NN dep VBG ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,28,"Eyes shining, glossing over, and softening
"
( VB xcomp VBG ) ( VBG compound:prt RP ) ( VBG advmod RB ),1.0,0.000375939849624,28,"Head flinching back slightly
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"Holding hands out and weighing them in the air
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Lips pressing into a white slash
"
( VB ccomp VB ) ( VB dep VB ) ( VB advmod RB ),1.0,0.000375939849624,28,"Knees that bend, then straighten
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,28,"Lashing out at others to transfer anger or blame
"
( VBG xcomp VBN ) ( VBN advmod RB ),1.0,0.000375939849624,28,"Becoming easily distracted
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG ccomp VB ) ( VB dobj PRP ),1.0,0.000375939849624,28,"Grabbing another person and saying Tell me!
"
( NN amod VBG ) ( NN ccomp VBZ ) ( VBZ advmod RB ) ( VBZ advmod RB ),1.0,0.000375939849624,28,"A swinging foot that suddenly goes still
"
( VBG advmod RB ) ( VBG nmod NN ) ( NN case TO ) ( VBG cc CC ) ( VBG conj JJ ),1.0,0.000375939849624,28,"Readily agreeing to a punishment or pronouncement
"
( NN dep RB ) ( NN acl:relcl VB ) ( VB aux MD ) ( VB neg RB ),1.0,0.000375939849624,28,"Fidgety hands that won't settle
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Feeling a sense of comfort from a full mailbox
"
( NN dep NN ) ( NN dep NN ),1.0,0.000375939849624,28,"A hand that cups the mouth
"
( VB advmod RB ) ( VB xcomp VBG ) ( VBG xcomp JJR ) ( JJR nsubj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,28,"Leaning forward, sliding one's chair closer
"
( NN dep VBG ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,28,"Good-natured shoving and pushing
"
( VB advcl VBG ) ( VBG mark IN ) ( VBG ccomp VB ) ( VB advmod WRB ) ( VB nsubj NN ) ( VB nmod NN ) ( NN case TO ),1.0,0.000375939849624,28,"Bitterness at watching how others respond to the rival
"
( NN amod JJ ) ( NN acl VBN ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"A tart tone, snapping at others
"
( VBG nmod NN ) ( NN case IN ) ( NN acl:relcl VB ) ( VB nsubj PRP ) ( VB aux MD ) ( VB xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( VB nmod IN ),1.0,0.000375939849624,28,"Daydreaming about people one would like to have relationships with
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG xcomp JJ ) ( JJ nsubj NN ),1.0,0.000375939849624,28,"Pursing or pressing lips flat
"
( VBG dobj NN ) ( NN compound NN ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,28,"Breaking eye contact and shrugging
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VBN ) ( VBN nmod NN ) ( NN nmod NN ) ( NN case IN ) ( NN dep PRP ),1.0,0.000375939849624,28,"Looking up with hands raised in the why me? position
"
( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ) ( NN dep JJ ),1.0,0.000375939849624,28,"An inward gaze or unfocused stare
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ),1.0,0.000375939849624,28,"Blowing cheeks out, then swallowing the air or releasing it
"
( VBG xcomp VB ) ( VB mark TO ) ( VB advmod RB ),1.0,0.000375939849624,28,"Stopping to listen intently
"
( VBG dobj NN ) ( NN amod VBN ),1.0,0.000375939849624,28,"Following the suspected person
"
( NN amod JJ ) ( NN appos NN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,28,"A beaming face, strong color and sheen
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advcl VB ) ( VB mark RB ) ( RB mwe IN ) ( VB nsubj PRP ) ( VB aux MD ) ( VB xcomp JJ ) ( JJ nsubj PRP ) ( JJ advmod RBR ),1.0,0.000375939849624,28,"Pulling and tugging at one's clothes as if they can make one less visible
"
( VBN nsubj NN ) ( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),1.0,0.000375939849624,28,"An incredulous stare or dazed look
"
( VBG dobj NN ) ( NN appos NN ) ( NN acl VBG ) ( VBG xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,28,"Lowering the head, the neck appearing to shrink
"
( NN dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,28,"A voice that hardens over the course of an argument
"
( JJ dep NN ) ( NN nmod:poss NNP ) ( NNP nummod CD ) ( NNP case POS ) ( NN cc CC ) ( NN conj RB ),1.0,0.000375939849624,28,"Covering one's face and then peeking
"
( VB advmod RB ) ( RB advmod JJ ),1.0,0.000375939849624,28,"Legs wide apart
"
( VB nsubj NN ) ( NN acl:relcl VBZ ) ( VBZ cc CC ) ( VBZ conj VBZ ),1.0,0.000375939849624,28,"A smile that slips or appears forced
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,28,"Touching one's fingertips to one's lips
"
( VBG advmod RB ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advcl VBG ) ( VBG mark IN ) ( VBG compound:prt RP ),1.0,0.000375939849624,28,"Standing back and observing before jumping in
"
( VBG dobj NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Clutching a purse, coat, or other object
"
( VBG advmod RB ) ( VBG compound:prt RP ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,28,"Always looking over the shoulder or around the next corner
"
( NN dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN appos NN ),1.0,0.000375939849624,28,"A mouth that curls with dislike, sneering
"
( VB advmod RB ) ( VB nsubj NN ),1.0,0.000375939849624,28,"Deliberately raised eyebrows
"
( NN discourse NN ) ( NN dep NN ),1.0,0.000375939849624,28,"Moving, fidgeting, pacing
"
( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( NN dep VBG ) ( VBG advmod RB ) ( VBG xcomp JJ ),1.0,0.000375939849624,28,"Opening the mouth to criticize, then stopping short
"
( VBG compound:prt RP ) ( VBG advcl VBZ ) ( VBZ mark IN ),1.0,0.000375939849624,28,"Nodding along as another speaks
"
( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj NN ) ( NN case IN ) ( NN nmod:poss PRP$ ),1.0,0.000375939849624,28,"Spitting at someone or in their direction
"
( VB dobj NN ) ( NN compound NN ) ( NN advmod RB ),1.0,0.000375939849624,28,"Rapt attention, still posture
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,28,"Pushing up one's sleeves
"
( NN nsubj NN ) ( NN amod VBG ) ( NN cop VBZ ) ( NN case IN ) ( NN dep NN ) ( NN mark IN ) ( NN case IN ),1.0,0.000375939849624,28,"Shaking one's head as if in denial
"
( VBG dep VBG ) ( VBG dep VBG ) ( VBG dobj JJ ) ( JJ appos NN ),1.0,0.000375939849624,28,"Squealing, screaming, shouting, whooping, hollering
"
